1, Arab Open University, Oman
3321, Indian Institute of Technology, Madras, India
3322, Madras Institute of Technology, India
3323, Indian Institute of Technology, Roorkee, India
3324, Indian Institute of Technology, Patna, India
3325, Indian Institute of Technology, Indore, India
3326, Indian Institute of Technology, Jodhpur, India
3327, University of Music and Fine Arts, India
3328, Indian Law Institue, India
3329, Indus University, India
3330, Integral University, India
3331, Guru Gobind Singh Indraprastha University, India
3332, Indian School of Business Management and Administration, India
3333, Indian Statistical Institute, India
3334, Indian School of Mines (ISM), India
3335, Institute of Technology and Management, India
3336, Indian University, India
3337, Indian Veterinary Research Institute, India
3338, Jadavpur University, India
3339, First Global University to teaching Jainism, India
3340, Jamia Hamdard University, India
3341, University of Jammu, India
3342, Jaypee Institute of Information Technology, India
3343, Jiwaji University, India
3344, Jamia Millia Islamia University, India
3345, Jawaharlal Nehru Centre for Advanced  Scientific Research, India
3346, Jawaharlal Nehru Agricultural University, India
3347, Jawaharlal Nehru Technological University, India
3348, Jawaharlal Nehru University, India
3349, Jaipur National University, India
3350, Jodhpur National University, India
3351, Jai Prakash University, India
3352, Rajasthan Vidyapeeth University, India
3353, Jain Vishva Bharati Institute, India
3354, Kalinga University, India
3355, Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, India
3356, Kannada University, India
3357, Kannur University, India
3358, Chhatrapati Shahu Ji Maharaj University, India
3359, Kanpur University, India
3360, Karnataka State Open University, India
3361, Karpagam University, India
3362, Karunya Institute Of Technology ( Deemed University), India
3363, University of Kashmir, India
3364, Kerala Agricultural University, India
3365, University of Kerala, India
3366, Kohinoor School of Hospitality Management, India
3367, University of Kalyani, India
3368, Krishna University, India
3369, Kameshwar Singh Darbhanga Sanskrit University, India
3370, Karnataka State Law University, India
3371, Karnatak University, India
3372, Kerala University of Fisheries and Ocean Sciences, India
3373, Kurukshetra University, India
3374, Kumaraguru College of Technology, India
3375, Kumaun University, India
3376, Kuvempu University, India
3377, Kakatiya University, India
3378, L.D.College of Engineering, India
3379, Lakshmibai National Institute of Physical Education, India
3380, Lalit Narayan Mithila University, India
3381, University of Lucknow, India
3382, Mar Athanasios College for Advanced Studies, India
3383, Magadh University, India
3384, Mangalore University, India
3385, Manipal University, India
3386, Manipur University, India
3387, Moulana Azad national Urdu University, India
3388, Makanlal Chutur Vedi University, India
3389, Makhanlal Chaturvedi National University of Journalism and Communication, India
3390, Maharshi Dayanand Sarswati University Ajmer, India
3391, Maharishi Dayanand University, Rohtak (Haryana ), India
3392, Mahatma Gandhi Kashi Vidyapith, India
3393, Maharaja Ganga Singh University, Bikaner, India
3394, Mahatma Gandhi University, Kerala, India
3395, Mahatma Jyotiba Phule Rohilkhand University Bareilly, India
3396, Madurai Kamaraj University, India
3397, Marathwada Agricultural University, India
3398, Mohan Lal Sukhadia University, India
3399, Motilal Nehru National Institute Of Technology, India
3400, Madhya Pradesh Bhoj (Open) University, India
3401, Mahatma Phule Agricultural University, India
3402, Maharaja Sayajirao University of Baroda, India
3403, University of Mumbai, India
3404, Acharya Nagarjuna University, India
3405, Nagaland University, India
3406, Nagpur University, India
3407, Nalanda Open University, India
3408, National Museum Institute of History of Art, Conservation and Museology, India
3409, University of North Bengal, India
3410, National Dairy Research Institute, India
3411, Narendra Deva University of Agriculture and Technology, India
3412, North Eastern Hill University, India
3413, Hemchandracharay North Gujarat University, India
3414, National Institute of Mental Health and Neuro Sciences, India
3415, University of Petroleum and Energy Studies, India
3416, DAV Institute of Engineering & Technology, India
3417, Lovely Professional University, India
3418, Somaiya Vidyavihar, India
3419, NorthCap University, India
3420, Dharamsinh Desai University, India
3421, University of Health Sciences Andhra Pradesh, India
3422, Allahabad Agricultural Institute, Deemed University, India
3423, Assam Agricultural University, India
3424, Ahmedabad University, India
3425, All India Institute of Medical Sciences, India
3426, AISECT University, India
3427, Alagappa University, India
3428, Allahabad University, India
3429, Open International University for Alternative Medicines, India
3430, Indian Board of Alternative Medicine, India
3431, Amity University, India
3432, Amrita Vishwa Vidyapeetham (Deemed University), India
3433, Amravati University, India
3434, Aligarh Muslim University, India
3435, Andhra University, India
3436, Acharya Ranga Agricultural University, India
3437, Annamalai University, India
3438, Anna University of Technology, Tirunelveli, India
3439, Anna University, India
3440, Awadhesh Pratap Singh University, India
3441, ARYA Institute of Engineering & Technology, India
3442, Assam University, India
3443, Gujarat Ayurved University, India
3444, Dr. Babasaheb Ambedkar Marathwada Universtiy, India
3445, Berhampur University, India
3446, Banasthali University, India
3447, Bankura University, India
3448, Birsa Agricultural University, India
3449, Babasaheb Bhimrao Ambedkar University, India
3450, Bidhan Chandra Agricultural University, India
3451, Bharathidasan University, India
3452, Bengal Engineering College, India
3453, Bangalore University, India
3454, Bhagwant University, India
3455, Bharathiar University, India
3456, Bharath Institue Of Higher Education & Research, India
3457, Bharati Vidyapeeth University, India
3458, Bhavnagar University, India
3459, Banaras Hindu University, India
3460, Orissa University of Agriculture and Technology, India
3461, Birla Institute of Technology, Ranchi, India
3462, Birla Institute of Technology and Science, India
3463, Bhupendra Narayan Mandal University, India
3464, Biju Pattnaik University of Technology, India
3465, B. R. Ambedkar Bihar University, India
3466, Dr. B.R. Ambedkar Open University, India
3467, Dr. B. R. Ambedkar National Institute of Technology Jalandhar, India
3468, Dr. Bhim Rao Abdekar University, India
3469, B. S. Abdur Rahman University, India
3470, Barkatullah University, India
3471, VIT Bhopal, India
3472, Bundelkhand University, India
3473, University of Burdwan, India
3474, University of Calcutta, India
3475, Central Agricultural University, India
3476, Chaudhary Charan Singh University, India
3477, Ch. Charan Singh University, India
3478, Center for Entrepreneurship and Small Business Management, India
3479, Christ University, India
3480, Central Institute of English and Foreign Languages, India
3481, Central Institute of Fisheries Education, India
3482, Central Institute of Higher Tibetan Studies, India
3483, CMJ University, India
3484, Chandra Shekhar Azad University of Agriculture and Technology, India
3485, Cochin University of Science and Technology, India
3486, Dr. C.V. Raman University, India
3487, Dhirubhai Ambani Institute of Information and Communication Technology, India
3488, Darul Huda Islamic University, India
3489, Dav University, India
3490, Devi Ahilya University of Indore, India
3491, Dr. Babasaheb Ambedkar Technological University, India
3492, Konkan Agricultural University, India
3493, Tamil Nadu Agricultural University, India
3494, Delhi College of Engineering (DCE), India
3495, Deen Dayal Upadhyay Gorakhpur University, India
3496, Deccan College Postgraduate and Research Institute, India
3497, Dayalbagh Educational Institute, India
3498, Dibrugarh University, India
3499, Dravidian University, India
3500, University of Delhi, India
3501, Dr. D.Y. Patil University, India
3502, Eiilm University, India
3503, Fatima mata national college kollam kerala, India
3504, Forest Research Institute Dehradun, India
3505, Govind Ballabh Pant University of Agriculture and Technology, India
3506, Guru Ghasidas University, India
3507, Gokhale Institute of Politics and Economics, India
3508, Gandhi Institute of Technology and Managment, India
3509, Guru Jambeshwar University, India
3510, Gurukula Kangri University, India
3511, Guru Nanak Dev University, India
3512, Global Open University , Nagaland, India
3513, Gujarat Technological University Ahmedabad, India
3514, Gujarat University Ahmedabad, India
3515, Gulbarga University, India
3516, Gauhati University, India
3517, Gurukul University, India
3518, CCS Haryana Agricultural University, India
3519, Chaudhary Charan Singh Haryana Agricultural University, India
3520, Himachal Pradesh Agricultural University, India
3521, Hemwati Nandan Bahuguna Garhwal University, India
3522, Hidayatullah National Law University, Raipur, India
